Province,Basin,Section_name,Monitoring_time,Water_quality_class,Water_temperature(°C),pH,Dissolved_oxygen(mg/L),Electrical_conductivity(μS/cm),Turbidity(NTU),COD_Mn(mg/L),NH3-N(mg/L),TP(mg/L),TN(mg/L),Chlorophyll_a(mg/L),Algae_density(cells/L)
湖北省,Yangtze River Basin,杨柴湖,11-03 20:00,3,20.6,7,5.8,410.1,62.3,2.2,0.13,0.071,1.11,0.007,2556590
湖北省,Yangtze River Basin,排水闸,11-03 20:00,3,19.8,8,7.0,416.0,76.3,5.0,0.02,0.068,1.24,0.007,40768750
湖北省,Yangtze River Basin,湖心B(洪湖湖心B),11-03 20:00,4,20.2,8,9.7,418.2,140.2,5.6,0.16,0.102,1.50,0.011,71844
湖北省,Yangtze River Basin,白莲河水库坝上,11-03 20:00,2,22.9,7,5.1,96.7,7.8,2.0,0.02,0.030,0.46,0.014,26826780
湖北省,Yangtze River Basin,咸宁湖心,11-03 20:00,3,21.5,9,14.3,195.2,27.5,6.7,0.12,0.047,0.76,0.009,20677360
湖北省,Yangtze River Basin,富水水库,11-03 20:00,1,21.7,7,7.5,165.2,4.4,2.1,0.06,0.021,0.44,0.011,27000000
湖南省,Yangtze River Basin,岳阳楼,11-03 20:00,3,20.2,8,7.1,251.4,67.1,2.2,0.02,0.067,1.73,0.005,205249
湖南省,Yangtze River Basin,蒋家嘴,11-03 20:00,2,19.8,8,7.8,230.9,33.4,0.5,0.12,0.044,0.91,0.005,20255000
湖南省,Yangtze River Basin,万家嘴,11-03 20:00,1,23.2,8,8.1,229.5,6.9,0.9,0.02,0.042,1.36,0.002,305107
湖南省,Yangtze River Basin,万子湖,11-03 20:00,2,21.9,8,9.0,232.6,59.6,1.3,0.02,0.048,1.33,0.003,6286830
湖南省,Yangtze River Basin,南嘴,11-03 20:00,2,22.0,8,7.9,309.7,85.8,1.6,0.02,0.043,1.52,0.005,571944
湖南省,Yangtze River Basin,小河嘴,11-03 20:00,2,22.7,8,12.8,235.4,30.6,1.3,0.02,0.032,1.10,0.001,50931100
湖南省,Yangtze River Basin,大通湖,11-03 20:00,3,21.0,8,7.7,366.8,20.3,3.9,0.02,0.074,1.29,0.007,3140160
湖南省,Yangtze River Basin,头山,11-03 20:00,1,22.4,7,7.1,100.1,4.1,0.8,0.02,0.008,0.65,0.005,1123000
广东省,Pearl River Basin,渠首,11-03 20:00,2,25.3,7,7.6,105.9,24.0,4.1,0.23,0.032,1.09,0.013,48400140
广东省,Pearl River Basin,良德水库,11-03 20:00,2,26.7,7,5.0,69.1,3.8,0.9,0.04,0.010,0.24,0.005,1936580
广西壮族自治区,Pearl River Basin,龙岩滩水库,11-03 20:00,1,24.5,8,6.5,331.0,2.5,1.0,0.02,0.014,1.98,0.005,1204199
海南省,Pearl River Basin,大隆水库出口,11-03 20:00,1,25.7,7,7.4,95.7,4.8,3.0,0.02,0.021,0.91,0.013,7756450.00
海南省,Pearl River Basin,松涛水库南丰库心,11-03 20:00,1,25.6,7,6.8,79.3,3.8,1.7,0.02,0.011,0.44,0.006,1822664
海南省,Pearl River Basin,大广坝水库库心,11-03 20:00,4,24.4,7,8.3,62.7,133.3,3.7,0.02,0.141,1.78,0.006,7643570
重庆市,Yangtze River Basin,玉滩水库,11-03 20:00,3,23.2,7,3.0,380.2,8.0,3.0,0.02,0.030,0.62,0.039,2623500
四川省,Yangtze River Basin,鲁班岛,11-03 20:00,1,20.8,8,9.0,265.7,9.3,1.6,0.02,0.021,0.30,0.006,5506801
四川省,Yangtze River Basin,邛海湖心,11-03 20:00,1,21.6,8,6.8,325.2,2.3,1.8,0.03,0.019,0.35,0.002,17279
贵州省,Yangtze River Basin,贵铝泵房,11-03 20:00,1,21.0,8,6.8,448.0,1.3,2.1,0.02,0.016,1.36,0.007,1676213
贵州省,Yangtze River Basin,花鱼洞,11-03 20:00,3,19.2,8,4.2,353.2,7.6,2.5,0.02,0.013,1.09,0.006,2226387
贵州省,Pearl River Basin,万峰湖(万峰湖湖心),11-03 20:00,0,24.6,8,7.9,433.2,4.0,1.3,0.02,0.009,3.68,0.033,438696
云南省,Pearl River Basin,阳宗海中,11-03 20:00,1,20.3,8,7.2,427.8,3.6,3.8,0.02,0.016,0.36,0.006,829100
云南省,Dianchi Lake Basin,草海中心,11-03 20:00,3,19.1,8,9.9,474.6,18.6,5.0,0.03,0.065,3.70,0.039,22894100
云南省,Dianchi Lake Basin,灰湾中,10-12 00:00,3,18.7,8,5.5,537.6,16.4,6.5,0.81,0.050,0.98,0.004,6665170
云南省,Dianchi Lake Basin,罗家营,11-03 20:00,3,19.7,9,8.7,513.5,16.6,6.2,0.56,0.051,1.98,0.007,61885200
云南省,Dianchi Lake Basin,观音山中,11-03 20:00,3,20.2,8,10.0,523.6,16.7,7.0,0.53,0.040,2.02,0.008,105566000
云南省,Dianchi Lake Basin,观音山西,11-03 20:00,3,18.8,9,8.2,554.9,21.6,6.4,0.59,0.059,1.98,0.005,86446700
云南省,Dianchi Lake Basin,海口西,11-03 20:00,3,19.3,9,10.3,522.5,14.7,7.5,0.60,0.043,1.74,0.016,37572300
云南省,Dianchi Lake Basin,滇池南,10-31 12:00,3,20.0,8,6.0,533.0,17.4,7.8,0.34,0.071,2.04,0.008,11030500
云南省,Dianchi Lake Basin,白鱼口,11-03 20:00,3,18.6,9,8.0,552.8,19.4,7.3,0.63,0.056,1.56,0.005,54431780
云南省,Dianchi Lake Basin,断桥,11-03 20:00,3,19.4,9,12.1,551.0,12.4,4.1,0.02,0.076,5.66,0.008,24439840
云南省,Pearl River Basin,抚仙湖心,11-03 20:00,1,20.4,9,7.8,235.6,0.6,1.2,0.02,0.019,0.25,0.002,192768
云南省,Pearl River Basin,星云湖心,11-03 12:00,4,20.7,9,6.9,662.7,32.9,3.6,0.08,0.141,1.35,0.006,94784860
云南省,Yangtze River Basin,程海湖中,11-03 20:00,2,23.3,9,6.5,1371.8,2.5,4.9,0.02,0.019,0.80,0.009,10000
云南省,Yangtze River Basin,泸沽湖湖心(泸沽湖),11-03 20:00,0,16.9,9,8.7,210.8,2.7,1.0,0.02,0.005,0.09,0.005,746216
云南省,Pearl River Basin,异龙湖中,11-03 20:00,4,20.8,9,6.6,561.8,10.9,12.8,0.02,0.043,1.48,0.013,37219900
陕西省,Yangtze River Basin,石门水库,11-03 20:00,1,17.3,8,7.3,228.1,15.0,2.5,0.02,0.010,1.13,0.012,1766315
陕西省,Yangtze River Basin,瀛湖坝前,11-03 20:00,2,22.5,8,5.2,263.7,3.6,1.2,0.08,0.018,1.20,0.029,1906838
甘肃省,Northwest Rivers,红崖山水库,11-03 20:00,1,10.7,8,8.1,514.5,27.4,1.5,0.02,0.024,2.00,0.016,1136136
甘肃省,Northwest Rivers,解放村水库,11-03 20:00,2,6.8,9,11.2,504.5,15.5,0.9,0.07,0.027,1.16,0.005,12446260
青海省,Yellow River Basin,龙羊峡库区出水口,11-03 20:00,0,14.2,8,7.8,459.5,3.1,1.1,0.02,0.006,0.59,0.003,227082
宁夏回族自治区,Yellow River Basin,沙湖,11-03 20:00,2,15.1,9,6.3,1765.4,32.4,4.9,0.02,0.028,0.74,0.023,4070520
宁夏回族自治区,Yellow River Basin,香山湖,11-03 20:00,0,14.2,9,9.8,654.5,8.4,1.8,0.12,0.005,0.83,0.009,3165451
新疆维吾尔自治区,Northwest Rivers,赛湖2,11-03 20:00,0,7.8,9,10.2,0,10.3,1.1,0.04,0.005,0.29,0.009,17697
新疆维吾尔自治区,Northwest Rivers,博湖5,11-03 20:00,2,13.9,9,9.2,1333.8,1.4,5.9,0.02,0.005,0.35,0.002,992802
新疆维吾尔自治区,Northwest Rivers,博湖7,11-03 20:00,3,11.1,9,10.2,1238.8,2.7,6.5,0.05,0.008,0.39,0.005,1180070
新疆维吾尔自治区,Northwest Rivers,博湖14,11-03 20:00,2,12.7,9,8.6,1283.2,6.1,5.2,0.02,0.008,0.26,0.005,920690
新疆维吾尔自治区,Northwest Rivers,乌伦古湖码头,11-03 20:00,2,11.6,8,9.5,0,55.1,4.2,0.03,0.012,0.44,0.008,568048
河北省,Hai River Basin,衡水湖大湖心,11-04 20:00,2,16.5,9,7.4,1275.6,49.3,5.0,0.02,0.039,0.37,0.008,10467500
河北省,Hai River Basin,南刘庄,11-04 20:00,2,14.1,8,6.4,697.7,8.9,3.7,0.02,0.039,3.07,0.004,1974728
河北省,Hai River Basin,烧车淀,11-04 20:00,1,13.8,8,10.1,673.4,1.9,1.7,0.02,0.024,3.94,0.003,1389572
河北省,Hai River Basin,圈头,11-04 20:00,2,14.0,8,8.2,633.7,3.4,4.2,0.02,0.028,0.65,0.007,1661460
河北省,Hai River Basin,采蒲台,11-04 20:00,2,14.2,8,7.6,786.2,3.3,4.6,0.03,0.019,0.76,0.003,8743402
山西省,Yellow River Basin,汾河水库出口,11-04 20:00,1,12.3,8,8.8,602.5,10.1,2.7,0.02,0.005,1.20,0.010,425911
内蒙古自治区,Songhua River Basin,小河口,11-01 08:00,5,4.2,9,11.4,1240.7,67.6,11.2,0.24,0.221,1.54,0.026,35262000
内蒙古自治区,Songhua River Basin,出口(察尔森水库),11-04 20:00,2,8.8,8,11.6,185.9,78.0,3.6,0.02,0.046,2.14,0.017,856586
吉林省,Songhua River Basin,大丰满,11-04 20:00,3,13.8,7,8.2,145.5,18.0,3.9,0.02,0.052,2.79,0.002,330954
吉林省,Songhua River Basin,沙石浒,11-04 20:00,3,13.6,7,8.0,140.1,24.8,4.4,0.02,0.063,2.68,0.002,1033500
吉林省,Songhua River Basin,小荒地,11-04 20:00,3,12.4,7,9.0,136.5,43.5,4.5,0.02,0.062,2.81,0.003,708809
黑龙江省,Songhua River Basin,磨盘山水库出口,11-04 20:00,2,11.3,7,8.6,70.5,5.5,4.3,0.03,0.022,1.94,0.002,1777660
黑龙江省,Songhua River Basin,三道,11-04 20:00,3,13.9,7,8.6,119.5,60.9,4.4,0.02,0.098,2.90,0.029,29824
上海市,Lake Tai Basin,急水港桥,11-04 20:00,1,19.5,8,7.2,530.2,32.4,3.0,0.20,0.099,3.16,0.007,1028022
江苏省,Lake Tai Basin,锡东水厂,11-04 20:00,2,19.6,9,8.6,343.7,35.9,3.0,0.02,0.029,0.69,0.008,3184260
江苏省,Lake Tai Basin,兰山嘴,11-04 20:00,3,19.2,8,9.6,260.0,45.1,5.5,0.02,0.070,1.50,0.003,8560369
江苏省,Lake Tai Basin,拖山,11-04 20:00,3,18.4,8,8.9,362.2,53.4,4.1,0.02,0.084,1.36,0.010,1885794
江苏省,Lake Tai Basin,胥湖心,11-04 20:00,1,19.7,8,9.4,330.9,44.4,2.2,0.02,0.016,0.17,0.003,1376150
江苏省,Lake Tai Basin,乌龟山南,11-04 20:00,3,19.3,8,9.2,303.6,140.1,3.1,0.02,0.069,0.90,0.015,9876030
江苏省,Lake Tai Basin,阳澄湖心,11-04 20:00,3,19.2,8,9.4,394.1,22.6,4.9,0.04,0.051,0.75,0.011,23453600
江苏省,Huai River Basin,老山乡,11-04 20:00,4,18.1,8,10.0,679.4,108.9,4.3,0.02,0.146,2.15,0.086,154712000
江苏省,Huai River Basin,蒋坝镇,11-04 20:00,3,18.2,8,9.6,728.0,31.7,3.4,0.02,0.091,1.30,0.012,8938430
江苏省,Huai River Basin,高良涧镇,11-04 20:00,3,17.5,8,9.7,631.2,86.3,3.8,0.02,0.053,1.14,0.021,7296200
江苏省,Huai River Basin,洪金,11-04 20:00,4,17.0,8,8.4,485.2,83.6,11.5,0.19,0.093,2.62,0.021,10221000
江苏省,Huai River Basin,临淮乡,11-04 20:00,3,17.5,8,9.5,506.8,59.6,5.2,0.02,0.075,1.31,0.004,4236445
江苏省,Huai River Basin,龙集镇北,11-04 20:00,2,17.6,8,9.9,624.0,33.1,3.5,0.02,0.036,0.95,0.011,10651340
江苏省,Huai River Basin,骆马湖乡,11-04 20:00,2,15.4,8,11.9,529.6,23.8,3.3,0.03,0.040,1.51,0.008,1768284
江苏省,Huai River Basin,三场,11-04 20:00,2,16.6,8,8.9,655.6,23.7,3.6,0.03,0.031,0.93,0.010,1729715
浙江省,Zhejiang-Fujian Rivers,北湖中心,11-04 20:00,2,19.8,6,7.9,79.8,33.4,1.9,0.04,0.043,2.59,0.077,224357
浙江省,Zhejiang-Fujian Rivers,铜山源水库,11-04 20:00,1,20.7,7,9.0,85.0,4.2,0.9,0.02,0.014,0.28,0.039,34883000
浙江省,Zhejiang-Fujian Rivers,里石门水库,11-04 20:00,0,21.3,7,7.9,63.7,3.0,1.5,0.02,0.010,0.45,0.007,3361942
安徽省,Chao Lake Basin,湖滨,11-04 20:00,3,19.2,8,9.1,360.9,45.7,3.4,0.02,0.077,1.80,0.005,6422733
安徽省,Chao Lake Basin,黄麓,11-04 20:00,2,18.4,9,9.8,297.8,25.0,4.0,0.06,0.039,0.33,0.076,150499400
安徽省,Chao Lake Basin,靠近大坝,11-04 20:00,1,18.9,7,8.0,85.7,22.2,2.8,0.02,0.024,1.00,0.013,5274676
安徽省,Chao Lake Basin,新河入湖区,11-04 20:00,4,17.2,8,3.5,365.8,78.2,3.0,0.02,0.132,1.49,0.005,56189050
安徽省,Chao Lake Basin,西半湖湖心,11-04 20:00,3,17.8,8,9.0,387.2,32.9,4.0,0.03,0.070,1.65,0.007,4946906
安徽省,Chao Lake Basin,龟山,11-04 20:00,3,19.2,8,8.9,303.9,48.2,2.8,0.02,0.051,1.80,0.014,7248630
安徽省,Chao Lake Basin,东半湖湖心,11-04 20:00,2,18.7,8,10.0,420.1,27.2,3.9,0.02,0.029,0.68,0.007,14640890
安徽省,Chao Lake Basin,忠庙,11-04 20:00,3,18.6,8,8.6,286.2,23.2,3.7,0.02,0.053,1.06,0.005,2911824
安徽省,Chao Lake Basin,兆河入湖区,11-04 20:00,3,18.4,8,10.2,284.6,30.2,3.6,0.02,0.060,1.38,0.014,7231056
安徽省,Huai River Basin,瓦埠湖,11-04 20:00,3,17.9,8,8.1,305.2,97.2,4.2,0.02,0.063,1.22,0.005,7120451
安徽省,Huai River Basin,焦岗湖,11-04 20:00,3,18.7,8,7.6,868.4,33.4,7.0,0.06,0.055,0.78,0.014,9655294
安徽省,Yangtze River Basin,菜子湖,11-04 20:00,3,18.2,8,9.0,146.5,89.8,3.6,0.02,0.068,3.89,0.008,9197875
安徽省,Yangtze River Basin,龙感湖湖心（皖）,11-04 20:00,4,16.6,8,8.5,228.8,205.5,5.2,0.02,0.137,1.52,0.023,23098870
安徽省,Yangtze River Basin,武昌湖,11-04 20:00,3,19.4,7,8.1,135.8,69.5,5.2,0.04,0.065,1.78,0.014,13652800
安徽省,Yangtze River Basin,大官湖,11-04 20:00,3,17.9,8,9.6,271.3,170.9,4.0,0.02,0.060,1.39,0.004,13107390
安徽省,Yangtze River Basin,黄湖,11-04 20:00,4,16.2,8,9.4,304.7,256.3,5.5,0.02,0.138,4.82,0.008,10147670
安徽省,Yangtze River Basin,太平湖湖心,11-04 20:00,1,20.8,8,6.8,99.6,2.6,1.8,0.09,0.018,0.45,0.001,605653
安徽省,Yangtze River Basin,升金湖中心点,11-04 20:00,3,19.5,8,7.1,237.9,57.0,4.4,0.03,0.061,0.60,0.002,7598784
安徽省,Yangtze River Basin,南漪湖西湖湖心,11-04 20:00,3,19.0,7,9.5,173.8,58.2,3.0,0.02,0.059,1.20,0.020,41802420
福建省,Zhejiang-Fujian Rivers,山美水库库心,11-02 12:00,1,27.8,7,6.4,113.7,2.9,1.5,0.02,0.024,1.61,0.019,7489460
江西省,Yangtze River Basin,蛤蟆石,11-04 20:00,4,20.2,7,9.0,194.8,198.1,2.8,0.02,0.104,1.59,0.003,375579
江西省,Yangtze River Basin,都昌,11-04 20:00,3,20.9,7,8.2,253.6,116.9,1.7,0.09,0.060,2.09,0.004,7669141
江西省,Yangtze River Basin,仙女湖湖心岛,11-04 20:00,3,21.9,9,10.3,271.7,6.2,4.4,0.14,0.075,1.52,0.001,18828430
江西省,Yangtze River Basin,康山,11-04 20:00,3,18.9,7,8.2,173.1,34.5,3.0,0.09,0.069,1.59,0.007,662069
山东省,Huai River Basin,崂山水库中心,11-04 20:00,1,17.4,7,6.5,235.5,8.6,3.1,0.02,0.025,1.98,0.023,2328000
山东省,Huai River Basin,峡山水库库中,11-04 20:00,3,15.7,8,4.1,657.6,9.8,4.2,0.04,0.038,0.94,0.006,21331400.00
山东省,Huai River Basin,二级坝,11-04 20:00,3,17.1,8,6.6,711.0,21.1,4.2,0.06,0.055,1.29,0.002,2687500
山东省,Huai River Basin,云蒙湖湖心,11-04 20:00,2,18.0,8,6.0,439.1,35.2,3.2,0.03,0.041,4.99,0.008,1649830
山东省,Hai River Basin,北湖,11-04 20:00,3,17.3,9,9.4,921.9,3.4,6.7,0.02,0.021,1.34,0.016,9774299
河南省,Huai River Basin,白龟山水库,11-04 20:00,2,18.6,8,7.6,431.2,11.7,3.2,0.02,0.026,0.69,0.017,2601440
河南省,Huai River Basin,昭平台水库,11-04 20:00,1,17.5,7,9.8,264.5,1.4,2.7,0.02,0.011,0.23,0.004,565440
河南省,Yangtze River Basin,五龙泉,11-04 20:00,1,21.2,8,8.0,267.8,3.4,1.9,0.02,0.014,1.08,0.005,865525
河南省,Yangtze River Basin,宋岗,11-04 20:00,0,21.2,8,7.6,291.9,10.9,1.2,0.02,0.008,0.82,0.003,987594
河南省,Yangtze River Basin,陶岔,11-04 20:00,1,20.8,8,7.6,277.6,5.7,1.5,0.02,0.012,1.17,0.003,840321
河南省,Yellow River Basin,南山,11-04 20:00,1,15.7,8,10.9,952.3,2.1,2.1,0.02,0.019,2.82,0.023,4627324
湖北省,Yangtze River Basin,江夏湖心,11-04 20:00,3,20.2,9,13.9,231.6,24.9,7.4,0.14,0.054,1.08,0.021,23130320
湖北省,Yangtze River Basin,西梁子湖湖心（南北嘴）,11-04 20:00,1,19.7,7,8.2,160.6,196.1,3.1,0.02,0.023,0.80,0.003,7468976
湖北省,Yangtze River Basin,西梁子湖湖北,11-04 20:00,1,19.4,8,8.1,166.1,37.6,2.8,0.02,0.022,0.96,0.003,2744763
湖北省,Yangtze River Basin,西梁子湖湖南,11-04 20:00,2,17.3,8,8.4,158.9,43.0,2.4,0.02,0.026,0.05,0.004,23794920
湖北省,Yangtze River Basin,丹江口水库坝上中,11-04 20:00,1,19.9,7,6.6,252.3,8.2,1.2,0.12,0.015,1.03,0.070,9654000
湖北省,Yangtze River Basin,隔河岩水库坝上,11-04 20:00,1,20.4,8,6.9,236.7,2.2,0.8,0.02,0.005,2.07,0.035,2290173
湖北省,Yangtze River Basin,梁子岛水源(七星),11-04 20:00,3,21.3,8,7.8,170.5,40.1,3.0,0.05,0.069,1.20,0.017,154270000
湖北省,Yangtze River Basin,湖心A(洪湖湖心A),11-04 20:00,4,22.9,8,7.7,422.3,144.7,10.6,0.02,0.196,2.39,0.006,73543550
湖北省,Yangtze River Basin,杨柴湖,11-04 20:00,3,20.8,7,5.1,408.9,84.4,6.3,0.15,0.074,1.20,0.007,2654819
湖北省,Yangtze River Basin,排水闸,11-04 20:00,3,19.9,8,7.0,415.3,58.5,4.9,0.02,0.062,1.22,0.006,33500550
湖北省,Yangtze River Basin,湖心B(洪湖湖心B),11-04 20:00,5,20.7,8,8.6,421.8,428.9,12.0,0.32,0.212,4.26,0.015,141990
湖北省,Yangtze River Basin,白莲河水库坝上,11-04 20:00,3,22.4,7,4.6,97.0,6.9,2.0,0.02,0.033,0.49,0.013,23419680
湖北省,Yangtze River Basin,咸宁湖心,11-04 20:00,3,20.7,9,13.9,189.5,25.4,6.8,0.02,0.045,0.74,0.007,20170200
湖北省,Yangtze River Basin,富水水库,11-04 20:00,1,21.6,8,8.0,163.7,4.1,2.1,0.03,0.020,0.45,0.011,32171000
湖南省,Yangtze River Basin,岳阳楼,11-04 20:00,3,20.9,8,7.2,257.0,61.2,1.4,0.02,0.065,1.75,0.004,210713
湖南省,Yangtze River Basin,蒋家嘴,11-04 20:00,2,20.0,8,7.9,230.7,32.1,2.8,0.15,0.050,1.03,0.004,19711000
湖南省,Yangtze River Basin,万家嘴,11-04 20:00,1,23.4,8,7.8,229.4,8.6,0.9,0.02,0.042,1.43,0.002,356822
湖南省,Yangtze River Basin,万子湖,11-04 20:00,2,21.6,8,9.2,231.8,53.0,1.3,0.02,0.042,1.35,0.004,4945680
湖南省,Yangtze River Basin,南嘴,11-04 20:00,2,21.7,8,7.7,314.0,101.2,1.7,0.02,0.046,1.50,0.005,683303
湖南省,Yangtze River Basin,小河嘴,11-04 20:00,2,21.9,8,8.9,237.6,49.0,1.7,0.02,0.039,1.10,0.002,51444900
湖南省,Yangtze River Basin,大通湖,11-04 20:00,4,20.6,8,7.0,370.1,116.2,5.2,0.02,0.169,1.51,0.005,6120400
湖南省,Yangtze River Basin,头山,11-04 20:00,1,22.2,7,7.1,100.1,3.5,1.1,0.02,0.006,0.67,0.005,1083000
广东省,Pearl River Basin,渠首,11-04 20:00,2,25.0,7,7.2,105.7,16.6,3.9,0.27,0.027,0.99,0.020,47130900
广东省,Pearl River Basin,良德水库,11-04 20:00,3,26.6,7,4.9,69.1,4.0,1.3,0.05,0.010,0.32,0.004,1713130
广西壮族自治区,Pearl River Basin,龙岩滩水库,11-04 20:00,1,25.0,8,7.8,336.0,2.7,0.9,0.02,0.014,2.03,0.005,1267999
海南省,Pearl River Basin,大隆水库出口,11-04 20:00,1,26.1,7,7.2,95.5,4.7,2.8,0.02,0.022,0.93,0.014,6250120.00
海南省,Pearl River Basin,松涛水库南丰库心,11-04 20:00,1,26.1,7,6.1,79.0,1.2,1.9,0.02,0.010,0.45,0.005,1306184
海南省,Pearl River Basin,大广坝水库库心,11-04 20:00,4,24.4,7,8.3,61.8,143.0,3.7,0.02,0.152,1.67,0.006,8321900
重庆市,Yangtze River Basin,玉滩水库,11-04 20:00,4,23.0,7,2.8,381.2,8.3,3.4,0.02,0.033,0.83,0.038,3110717
四川省,Yangtze River Basin,鲁班岛,11-04 20:00,1,20.2,8,9.5,266.8,11.9,1.7,0.02,0.021,0.33,0.006,6870285
四川省,Yangtze River Basin,邛海湖心,11-04 20:00,2,20.8,8,5.9,324.6,3.7,1.8,0.02,0.019,0.34,0.002,21459
贵州省,Yangtze River Basin,花鱼洞,11-04 20:00,3,18.6,7,4.0,357.6,9.0,0.3,0.02,0.015,1.07,0.005,2026798
贵州省,Pearl River Basin,万峰湖(万峰湖湖心),11-04 20:00,0,24.7,8,8.0,435.7,4.2,1.2,0.02,0.008,3.54,0.034,431391
云南省,Pearl River Basin,阳宗海中,11-04 20:00,1,20.3,8,7.0,428.4,3.0,3.8,0.03,0.017,0.62,0.005,745497
云南省,Dianchi Lake Basin,草海中心,11-04 20:00,3,19.2,8,10.6,486.1,21.0,4.7,0.02,0.064,3.99,0.029,28420900
云南省,Dianchi Lake Basin,灰湾中,10-12 00:00,3,18.7,8,5.5,537.6,16.4,6.5,0.81,0.050,0.98,0.004,6665170
云南省,Dianchi Lake Basin,罗家营,11-04 20:00,3,19.5,9,8.3,514.5,15.9,7.9,0.56,0.050,1.94,0.007,50761800
云南省,Dianchi Lake Basin,观音山西,11-04 20:00,3,18.7,9,8.2,554.3,22.1,6.7,0.59,0.055,2.04,0.007,86498800
云南省,Dianchi Lake Basin,海口西,11-04 20:00,3,19.2,9,9.8,523.6,15.5,7.7,0.58,0.043,1.60,0.016,37070100
云南省,Dianchi Lake Basin,滇池南,10-31 12:00,3,20.0,8,6.0,533.0,17.4,7.8,0.34,0.071,2.04,0.008,11030500
云南省,Dianchi Lake Basin,白鱼口,11-04 20:00,3,18.5,9,8.3,549.4,19.7,7.4,0.62,0.057,1.83,0.005,50931720
云南省,Dianchi Lake Basin,断桥,11-04 20:00,3,19.3,9,10.6,545.4,9.8,3.8,0.02,0.081,5.98,0.008,22892100
云南省,Pearl River Basin,抚仙湖心,11-04 20:00,0,20.3,9,7.6,235.3,0.7,1.4,0.02,0.008,0.23,0.003,192100
云南省,Pearl River Basin,星云湖心,11-03 12:00,4,20.7,9,6.9,662.7,32.9,3.6,0.08,0.141,1.35,0.006,94784860
云南省,Yangtze River Basin,程海湖中,11-04 20:00,2,22.7,9,5.0,1371.6,2.2,4.8,0.02,0.022,0.79,0.009,10000
云南省,Yangtze River Basin,泸沽湖湖心(泸沽湖),11-04 20:00,0,16.9,9,8.8,211.3,2.7,1.1,0.02,0.005,0.08,0.004,741573
云南省,Pearl River Basin,异龙湖中,11-04 20:00,4,21.3,9,7.9,561.3,10.3,13.0,0.02,0.046,1.34,0.012,36622000
云南省,Southwest Rivers,洱海湖心,11-04 20:00,2,19.7,9,8.8,264.2,9.3,4.1,0.02,0.016,0.31,0.018,30418300
陕西省,Yangtze River Basin,石门水库,11-04 20:00,1,17.3,7,8.0,227.6,16.2,2.5,0.02,0.011,1.19,0.015,1766857
陕西省,Yangtze River Basin,瀛湖坝前,11-04 20:00,2,22.4,8,5.1,263.8,3.3,1.3,0.08,0.018,1.17,0.027,1805228
甘肃省,Northwest Rivers,红崖山水库,11-04 20:00,1,10.6,8,8.2,509.2,17.3,1.3,0.02,0.020,1.89,0.014,1651750
青海省,Yellow River Basin,龙羊峡库区出水口,11-04 20:00,0,13.5,8,7.9,457.2,3.5,1.0,0.02,0.006,0.56,0.003,232399
宁夏回族自治区,Yellow River Basin,鸭子荡水库,11-04 20:00,0,11.8,8,9.4,864.3,2.8,2.0,0.02,0.010,1.84,0.003,910050
宁夏回族自治区,Yellow River Basin,沙湖,11-04 20:00,2,14.6,9,6.2,1755.2,38.0,4.8,0.04,0.026,0.77,0.020,4453780
宁夏回族自治区,Yellow River Basin,香山湖,11-04 20:00,0,14.1,9,9.4,653.3,9.5,2.0,0.12,0.005,0.90,0.006,2935250
新疆维吾尔自治区,Northwest Rivers,赛湖2,11-04 20:00,0,7.9,9,10.4,0,10.1,1.2,0.07,0.006,0.32,0.009,17718
新疆维吾尔自治区,Northwest Rivers,博湖5,11-04 20:00,3,14.1,9,9.2,1330.1,1.6,6.3,0.03,0.005,0.35,0.002,1325286
新疆维吾尔自治区,Northwest Rivers,博湖7,11-04 20:00,2,11.0,9,10.2,1241.1,221.2,5.1,0.05,0.007,0.38,0.004,1314623
新疆维吾尔自治区,Northwest Rivers,博湖14,11-04 20:00,2,12.7,9,8.7,1285.2,6.2,4.9,0.02,0.007,0.29,0.005,815395
河北省,Hai River Basin,衡水湖大湖心,11-05 20:00,2,15.8,9,7.5,1284.5,53.9,4.6,0.02,0.041,0.31,0.008,9833793
河北省,Hai River Basin,南刘庄,11-05 20:00,2,13.5,8,6.0,680.6,5.0,3.7,0.02,0.029,2.83,0.004,625826
河北省,Hai River Basin,烧车淀,11-05 20:00,2,13.1,8,9.7,680.3,2.8,1.8,0.02,0.026,3.82,0.004,1006094
河北省,Hai River Basin,圈头,11-05 20:00,2,13.7,8,7.0,637.1,3.1,4.1,0.02,0.028,0.61,0.006,1103018
河北省,Hai River Basin,采蒲台,11-05 20:00,2,13.7,8,7.6,772.6,3.2,4.7,0.03,0.017,0.60,0.004,7712538
河北省,Hai River Basin,光淀张庄,11-05 20:00,2,13.3,8,7.1,634.0,1.8,2.3,0.02,0.034,2.46,0.004,878635
内蒙古自治区,Songhua River Basin,小河口,11-01 08:00,5,4.2,9,11.4,1240.7,67.6,11.2,0.24,0.221,1.54,0.026,35262000
内蒙古自治区,Songhua River Basin,出口(察尔森水库),11-05 20:00,2,8.5,8,11.5,186.0,72.7,3.6,0.03,0.048,2.19,0.016,798325
吉林省,Songhua River Basin,大丰满,11-05 20:00,3,13.4,7,8.2,145.3,18.9,3.6,0.02,0.051,2.71,0.002,512562
